root	Akkadian:	Amharic:	Amorite:	Arabic:	Aramaic:	Argobba:	Biblical Aramaic:	Canaanite:	East Ethiopic:	Eblaitic:	Epigraphic South Arabian:	Gafat:	Geʕez (Ethiopian):	Gurage:	Harari:	Harsusi:	Hebrew:	Jibbali:	Judaic Aramaic:	Mandaic Aramaic:	Mehri:	Modern Arabic:	Modern Aramaic:	Phoenician:	Soqotri:	Syrian Aramaic:	Tigrai (Tigriñña):	Tigre:	Ugaritic:
ḳadūḥ	-	-	-	qadūḥ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kalkal	kulīl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	kāl	-	-	kell	-	-	-	-	-	-	-	-
kʷalmat	kulīlu	-	-	-	klmh	-	-	-	-	-	-	-	kʷǝlkʷǝlt	-	-	-	-	-	kalmā	-	-	-	-	-	-	-	-	-	-
ʔawVs	-	-	-	ʔaws	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḥayaw	-	-	-	ḥayawān	-	-	-	-	-	-	-	-	-	-	-	-	ḥayyā	-	-	-	-	-	-	-	-	ḥayūt	-	-	ḥwt
hirr	-	-	-	hirr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gaʕār	-	-	-	gaʕār	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gVr	-	-	-	ǯarw	-	-	-	-	-	-	-	-	-	-	-	yéru	gūr	-	gūrā	guria	-	-	gurya	gr	-	guryā	-	gǝrǯǝn	-
ʔVwVy	-	awu	-	ʔibnulʔāwan	-	-	-	-	-	-	-	-	-	-	āy	-	ʔī	-	-	-	-	-	-	-	-	bǝnāt	-	ʔaw	-
gadlāʔ	-	-	-	ʔabū	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
muḫādiŝ	-	-	-	muḫādiš	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
barūd	-	-	-	bard	-	-	-	-	-	-	-	-	-	-	-	-	bārō	-	-	-	-	-	-	-	-	-	-	-	-
sVr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	si	-	-	-	-	-	-	-	-	-
baraḳ	baraḳ	-	-	baraq	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
paraʔ	parû	-	-	faraʔ	-	-	-	-	-	-	frʔ	-	-	-	-	-	päräʔ	-	-	-	-	-	-	-	-	-	-	-	pri
paraš	-	färäs	-	faras	-	-	-	-	-	-	-	-	faras	-	-	ferhín	pārāš	-	pārāš	paraša	fǝrháyn	-	-	-	-	parrāšā	färäs	färäs	-
damdam	damdammu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ɣadir	-	-	-	ɣadīrat	-	-	-	-	-	-	-	-	-	-	-	-	ʕēdär	-	ʕädrā	-	-	-	-	ʕdr	-	-	-	-	-
kirkar	-	-	-	kawr	-	-	-	-	-	-	-	-	-	-	-	-	kirkārā	-	-	-	-	-	-	-	-	-	-	-	-
saḫVl	-	-	-	saḫlat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
naʕg	-	-	-	naʕǯat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
galam	-	-	-	galam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
t_awr	šūru	-	-	t_awr	-	-	tōr	-	-	šulum	-	-	sor	-	-	t_awer	šōr	-	tōrā	taura	t_awr	-	-	-	-	tawrā	sor	sor	t_r
ḥigVr	-	-	-	ḥiǯr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḥiṣān	-	-	-	ḥiṣān	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVrd	perdum	-	-	-	-	-	-	-	-	-	-	-	-	färäz	-	-	päräd	-	-	-	-	-	-	-	-	-	-	-	prd
ʔVbbVl	ibbiltu	bullal	-	ʔabābīl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ʔambäla	-
bayṣ̂	-	-	-	bayḍat	-	-	-	-	-	-	-	-	-	-	-	-	bēṣā	-	bēʕā	bita	-	-	-	-	-	bīʕtā	-	-	-
purpūr	-	-	-	furfūr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
di	-	dakǝyye	-	dīk	-	-	-	-	-	-	-	-	-	dakǝyye	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dawVy	-	-	-	-	dāwǝyat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḫaduŝ	-	-	-	ḫadūš	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
šabšab	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	säbsab	-
šapVʕ	šapit	-	-	ʔasfaʕ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
d_Vbār	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	d_ebēr	-	-	-	-	d_ebēr	-	-	-	édbehir	-	-	-	-
d_VbVb	-	-	-	d_ubāb	dībābā	-	-	-	-	-	-	-	-	-	-	-	zǝbūb	-	-	-	-	-	-	-	-	dabbābā	-	-	-
ʕVṣ̣ūr	iṣṣūru	č̣ǝre	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	č̣ǝru	-	ʕṣr
buʔd	buʔdu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
biṭīḫ	-	-	-	biṭṭīḫ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
baḳbūk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	baqbūq	-	-	-	-	-	-	-	-	-	-	-	-
baṭṭ	bā	-	-	baṭṭat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	bāṭīt	-	-	-
t_̣int_̣in	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ṣinṣĕnĕt	-	-	-	-	-	-	-	-	-	-	-	-
dūd	dūdu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dūd	-	-	-	-	-	-	-	-	dūd	-	-	dd
dahmay	-	-	-	dahmāʔ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dalVw	dalû	-	-	dalw	-	-	-	-	-	-	-	-	-	-	-	dōlew	dǝlī	-	-	-	dēlew	-	-	-	-	-	-	-	-
dabb	-	-	-	dabbat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dann	dann	-	-	dann	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dann	-	-	-
dawḫal	-	-	-	dawḫalat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pak	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pak	-	-	-	-	-	-	-	-	-	-	-	-
gām	-	-	-	gām	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḫabiʔ	ḫābu	-	-	ḫābiʔ	-	-	-	-	-	-	-	-	ḫǝbay	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kaʔs	kâsu	-	-	kaʔs	-	-	-	-	-	-	-	-	-	-	-	-	kōs	-	-	-	-	-	-	-	-	-	-	-	-
kalVy	-	-	-	kayl	-	-	-	-	-	-	kl	-	-	-	-	-	kǝlī	-	-	-	-	-	-	-	-	kayl	-	-	-
kVlūb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	kǝlūb	-	-	-	-	-	-	-	-	-	-	-	-
ḳadaḥ	qadû	-	-	qadaḥ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳupp	quppu	-	-	quffat	-	-	-	-	-	-	-	-	qafo	-	-	-	-	-	-	-	ḳeffēt	-	-	-	ḳefet	-	-	-	-
ḳull	qulliu	-	-	qullat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳinīn	-	-	-	ḳinnīnat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nibVl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	nēbĕl	-	-	-	-	-	-	-	-	-	-	-	-
niway	-	-	-	-	-	-	-	-	-	-	-	-	nǝwāy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nạt_̣ār	-	-	-	nat_̣t_̣ārat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
panīḳ	-	-	-	fanīqat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
parr	parūtu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pārur	-	-	-	-	-	-	-	-	-	-	-	-
ḫadām	-	-	-	h_addāmat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
šall	-	-	-	sall	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
šapp	-	sǝfet	-	saffat	-	-	-	-	-	-	-	-	-	säf	-	-	-	-	-	-	-	-	-	-	mséfi	-	safi	-	-
sapp	sappu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sap	-	-	-	-	-	-	sp	-	-	-	-	-
sir	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sīr	-	-	-	-	-	-	-	-	-	-	-	-
ṭabaḳ	-	-	-	ṭabaḳ	ṭabāḳ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ṭašš	-	-	-	ṭass	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
wiʕaʔ	-	-	-	wiʕāʔ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
zVbVy	-	-	-	zby	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḫirṣ	-	-	-	ḫirṣ	-	-	-	-	-	-	-	-	-	-	-	ḫarṣ	-	-	-	-	-	-	-	-	-	-	-	-	-
kurāz	-	-	-	kurāz	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kad	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	kad	-	-	-	-	-	-	-	-	-	-	-	-
ḳidr	-	-	-	qidr	qidrā	-	-	-	-	-	-	-	-	-	-	qeder	qǝdērā	-	-	-	qāder	-	-	-	-	-	-	-	-
pVṭiš	-	-	-	fṭs	-	-	-	-	-	-	-	-	-	-	-	-	paṭtis	-	paṭṭis	-	-	-	-	-	-	-	-	-	-
paṭiš	-	-	-	fittīs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pašḫ	pašḫu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVt_	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pešet	-	-	-	-	-	-	-	-	-	-	-	-
paḳʔ	-	faḳä	-	faḳʔ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pḳʔ	-	-	-
pVg	-	-	-	fgg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVḫVʔ	peḫû	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
paḫḫ	-	-	-	faḫḫ	-	-	-	-	-	-	-	-	-	-	-	-	paḥḥ	-	-	-	-	-	-	-	-	paḥḥ	-	-	-
pVʕVl	-	-	-	fʕl	-	-	-	-	-	-	fʕl	-	-	-	-	-	pʕl	-	-	-	-	-	-	pʕl	-	pʕl	-	-	-
ṗilaḳ	pilaqqu	-	-	balaq	-	-	-	-	-	-	blq	-	balaq	-	-	-	-	-	-	-	-	-	-	-	-	pelq	-	-	-
balaḳ	-	-	-	balaḳ	-	-	-	-	-	-	blḳ	-	balaḳ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bVʕVl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	bʕl
barVy	-	-	-	baryat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
barVm	-	-	-	barīm	-	-	-	-	-	-	-	-	-	-	-	-	bǝrōmīm	-	-	-	-	-	-	-	-	-	-	-	-
patil	pitilt	-	-	fatīl	-	-	-	-	-	-	-	-	fatl	-	-	-	pātil	-	-	-	-	-	-	-	-	-	-	-	-
pVʔ	-	-	-	-	pā	-	-	-	-	-	-	-	-	-	-	-	pēʔā	-	-	-	-	-	-	-	-	-	-	-	-
tikk	-	-	-	tikkat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
taḳr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	taqr	-	-	-
tir	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tir	-
tawr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tor	-
ṭabb	-	-	-	ṭabbat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ṭi	-	-	-	ṭi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ṭabal	ṭabalu	-	-	ṭabl	-	-	-	-	-	-	-	-	-	ṭabl	-	ṭabl	-	-	-	-	ṭābel	-	-	-	-	ṭabl	-	-	-
ṭVnVʔ	ṭenû	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ṭänäʔ	-	-	-	-	-	-	-	-	-	-	-	-
ṭayy	-	-	-	ṭayy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ṭVwVy	ṭawû	-	-	ṭwy	ṭwy	-	-	-	-	-	-	-	ṭwy	aṭwayyä	ṭewō	-	ṭwy	-	-	-	-	-	-	-	-	-	-	ṭäwa	-
dVgdVg	-	dagäddägä	-	-	-	-	-	-	-	-	-	-	-	dǝgädägä	-	-	-	edǝgdǝg	-	-	-	-	-	-	-	-	dägdägä	dägdägä	-
dVw	diāsu	-	-	dws	-	-	-	-	-	-	-	-	dsy	-	-	dōs	dwš	-	-	duš	dōs	-	-	-	-	-	-	dähasa	-
ša	-	-	-	sa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
šVpVy	šapû	säffa	-	sa	-	säffa	-	-	-	-	-	-	safaya	-	säfa	-	-	-	-	-	-	-	-	-	-	-	säfa	säfäyä	-
šVpay	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	šǝpāy	-	-	-
šabīḫ	-	-	-	sabīḫ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
šibb	šibbu	-	-	sibb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
šubVl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	šobel	-	-	-	-	-	-	-	-	-	-	-	-
šabal	-	-	-	sabal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
šayVp	-	-	-	sayf	-	-	-	-	-	-	-	-	-	-	-	sēf	-	-	-	-	-	-	-	-	-	-	-	-	-
šaʔap	-	-	-	saʔaf	-	-	-	-	-	-	-	-	-	-	-	-	-	sōf	-	-	sawf	-	-	-	-	-	-	-	-
zVʕab	-	-	-	zʕb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
zVʔVp	-	-	-	zʔf	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sigill	-	-	-	sǯl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sx̂abaw	-	-	-	šabāt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ŝVbVb	-	šbb	-	šbb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ŝab	šabît	-	-	šabbabat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ŝabak	-	-	-	šabakat	-	-	-	-	-	-	-	-	-	-	šabak	-	-	ŝebkɛ́t	-	-	ŝōk	-	-	-	šibkeh	-	-	-	-
ḳawš	qaštu	-	-	ḳaws	-	-	-	-	-	-	-	-	ḳast	-	-	-	ḳäšät	-	-	-	-	-	-	-	-	-	-	-	-
sahw	-	-	-	sahw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sūt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sūt	-	-	-	-	-	-	swt	-	-	-	-	-
rumm	-	-	-	rummat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mašad	-	-	-	masad	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
t_̣u	ṣurru	-	-	ẓurar	-	-	ṭūr	-	-	-	ẓwr	-	-	-	-	-	ṣōr	-	-	ṭur	-	-	-	-	-	ṭūr	-	-	ɣr
ʔVrVg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ʔrg	-	-	-	-	-	-	-	-	-	-	-	-
šVʕay	-	-	-	sʕy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
yVgVʕ	egû	-	-	wǯʕ	-	-	-	-	-	-	-	-	-	-	-	-	ygʕ	-	-	-	-	-	-	-	-	-	-	-	-
ʕVŝVy	-	-	-	-	-	-	-	-	-	-	ʕšy	-	-	-	-	-	ʕŝy	-	-	-	-	-	-	-	-	-	-	-	ʕšy
ʕVnVw	-	-	-	ʕnwu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kasp	kaspu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	käsäp	-	-	-	-	-	-	-	-	-	-	-	-
kVtm	kutimmu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	kätäm	-	-	-	-	-	-	-	-	-	-	-	-
paz	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	paz	-	-	-	-	-	-	-	-	-	-	-	-
ṣilṣal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ṣilṣāl	-	-	-	-	-	-	-	-	-	-	-	-
kikār	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	kikkār	-	-	-	-	-	-	-	-	-	-	-	-
ḫatm	-	-	-	ḫatm	-	-	-	-	-	-	-	-	-	-	-	ḫotem	ḥotēm	ḫotem	-	-	-	-	-	-	-	-	-	-	-
ḥVdig	-	-	-	ḥdg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sVn	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sǝnĕ	-	-	-	-	-	-	-	-	-	-	-	-
šīḫ	-	-	-	sīḫ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ŝuk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ŝukkā	-	-	-	-	-	-	-	-	-	-	-	-
nabl	-	-	-	nabl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nuŝab	-	-	-	nuššab	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
paʔs	pāsu	fas	-	faʔs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fos	-	-	-	foʔs	-	fas	fas	-
ḥušām	-	-	-	ḥusām	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mVdy	-	-	-	madyat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
parāʕ	-	-	-	farrāʕat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕaṣ̂b	-	-	-	ʕaḍb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ŝakīn	-	-	-	sikkīn	-	-	-	-	-	-	-	-	-	-	-	-	ŝakkīn	-	-	-	-	-	-	-	-	sakkīn	-	-	-
šVgVn	-	-	-	sggn	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕabāʔ	-	-	-	ʕabāʔ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gubb	-	-	-	gubbat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gäbbät	-
ḳabaʔ	-	-	-	qabāʔ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gilbāb	-	-	-	ǯilbāb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mVṭīl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mǝṭīl	-	-	-	-	-	-	-	-	-	-	-	-
širwāl	-	-	-	sirwāl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
t_awVb	-	-	-	t_awb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ṣawlag	-	-	-	ṣawlaǯān	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lVwVy	-	-	-	lwy	-	-	-	-	-	-	-	-	-	-	-	lewō	-	lwy	-	-	lewō	-	-	-	-	-	-	-	-
šVḥal	-	-	-	sḥl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕaṣāw	-	-	-	ʕaṣā	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gāriy	-	-	-	gāriyat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ŝVk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ŝkk	-	-	-	-	-	-	-	-	-	-	-	-
ḥabl	eblu	-	-	ḥabl	-	-	-	-	-	-	-	-	ḥabl	-	-	-	ḥäbäl	-	-	-	-	-	-	-	-	-	-	-	-
ʕVḳip	-	-	-	ʕqf	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVsVk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	nsk	-	-	-	-	-	-	-	-	-	-	-	-
ḥakam	-	-	-	ḥakamat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḫVwiṭ	-	-	-	ḫyṭ	ḥwṭ	-	-	-	-	-	-	-	-	-	-	ḫeyōt	-	-	-	-	ḫeṭo	-	-	-	-	-	-	-	-
ʔVsir	esēru	-	-	-	ʔsr	-	-	-	-	-	-	-	-	-	-	wesōr	ʔsr	ʔesɔr	-	-	wesōr	-	-	-	-	-	-	-	ʔsr
ʕVḳid	-	-	-	ʕqd	-	-	-	-	-	-	-	-	-	-	-	-	ʕqd	-	-	-	-	-	-	-	-	-	-	-	-
šVdVw	-	-	-	sdw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ṣVmVd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ṣmd	-	-	-	-	-	-	-	-	-	-	-	-
ḥVyVd	-	-	-	ḥyd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḥVbVŝx	abšu	-	-	ḥbs	-	-	-	-	-	-	-	-	-	-	-	-	ḥbš	-	-	-	-	-	-	-	-	-	-	-	-
ḳVʕaṭ	-	-	-	ḳʕṭ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕVlaḳ	-	-	-	ʕlq	-	-	-	-	-	-	-	-	-	-	-	ʕayleq	-	-	-	-	-	-	-	-	-	-	-	-	-
ḥul	-	-	-	ḥll	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕVkVw	-	-	-	ʕkw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
garīr	-	-	-	ǯarīr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ṭarḳ	-	-	-	ṭaraq	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʔ	-	-	-	wṣl	-	-	-	-	-	-	-	-	-	-	-	-	ʔṣl	-	-	-	-	-	-	-	-	-	-	-	-
bayn	-	-	-	bayn	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
zibn	zibnu	-	-	-	-	-	-	-	-	-	-	-	-	zäbäz	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḥVpid	-	-	-	ḥfd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pid	-	-	-	fdd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕVdVw	-	-	-	ʕdw	-	-	-	-	-	-	ʕdw	-	ʕdw	-	-	-	ʕdy	-	-	-	-	-	-	-	ʕdy	ʕdy	-	-	-
ʔVbiḳ	-	-	-	ʔbq	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bVḳaʕ	-	-	-	bqʕ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bVwVš	bêsu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	bwš	-	-	-	-	-	-	-	-	-	-	-	-
ʔVbVt	ʔbt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bVṭVʔ	-	-	-	bṭʔ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
