root	ags.	ahd.	ai.	air.	aisl.	aksl.	alb.	anord.	arm.	as.	av.	cymr.	gall.	got.	gr.	hitt.	lat.	lett.	lit.	mhd.	mir.	mnd.	norw.	russ.	slav.	umbr.	vgl.
kaul	-	-	-	-	-	-	-	holr	-	-	-	-	-	-	καυλός	-	caulis	-	káulas	-	cuaille	-	-	-	-	-	-
kaus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	καυ̃νος	-	-	-	-	-	-	-	-	-	-	-	-
ked	-	-	kadrú	-	-	kadilo	-	-	-	-	-	-	-	-	κέδρος	-	-	-	kadagỹs	-	-	-	-	-	-	-	-
keg	hacid	-	-	-	hākr	-	-	-	-	-	-	-	-	-	-	-	-	-	kéngė	-	ailcheng	hank	-	-	kogъtь	-	-
kēi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	κίω	-	-	-	-	-	-	-	-	-	-	-	zur
k̂ei	-	-	śḗtē	-	-	-	-	-	-	-	-	-	-	-	κει̃ται	-	-	-	-	-	-	-	-	-	-	-	got
k̂ei	hǣwen	-	śiti	-	hārr	sěrъ	-	-	-	-	-	-	-	hiwi	κίραφος	-	-	-	-	-	cíar	-	-	-	-	-	-
k̂ēi	-	-	śilā́	cath	hein	-	-	-	sur	-	saēni	-	-	-	κω̃νος	-	catus	-	-	hār	-	-	-	-	-	-	-
k̂ēibh	hǣst	heisti	śī́bham	-	-	-	-	-	-	-	-	-	-	haifsts	-	-	-	-	-	-	-	-	-	-	-	-	-
keid	-	-	-	-	hitta	-	-	-	-	-	-	cwyddo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
k̂ēigh	hīgian	-	śīghrá	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sig	-	-	-
k̂eip	-	-	śiprā	-	-	-	-	-	-	-	saēpa	-	-	-	-	-	-	-	šiepiúos	-	-	-	-	-	-	-	-
k̂eipo	-	-	śḗpa	-	-	-	thep	-	-	-	-	-	-	-	-	-	cippus	-	-	-	-	-	-	-	-	-	-
keis	-	-	kiṣku	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ciska	kiškà	-	-	-	-	-	-	-	-
kek̂	-	-	kaśa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
keku	-	-	-	-	-	-	-	-	-	-	čakuš	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	aber
k̂ēko	-	-	śāka	-	hā	-	-	-	-	-	-	-	-	-	-	-	-	-	šė́kas	-	-	-	-	-	-	-	-
k̂ekʷ	-	-	śákr̥t	-	-	-	-	-	-	-	-	-	-	-	κόπρος	-	-	-	šikù	-	-	-	-	-	-	-	chagaṇa
kel	hyll	-	-	-	-	-	-	-	-	holm	-	-	celicnon	-	κολωνός	-	ante	cel̂tava	kélnas	-	coll	-	-	-	cьlnъ	-	-
kel	-	hulis	kaṭambá	-	-	klasъ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	cuilenn	-	-	-	-	-	-
kel	-	-	-	clār	-	-	-	-	-	-	-	-	-	-	κελεός	-	calamitas	-	kélmas	-	-	-	-	-	-	-	auch
kel	-	holuntar	-	-	-	-	-	-	-	-	-	-	-	-	κελαινός	-	columba	-	-	hilwe	-	-	-	-	-	-	-
kel	-	-	kā̆láyati	-	-	-	geg	-	-	-	-	-	-	-	κέλλω	-	celer	-	-	-	-	-	-	-	-	-	θρόνος
kel	hlētan	hel	uṣākala	cailech	-	-	-	-	-	-	-	-	-	-	καλέω	-	classis	-	-	-	-	-	-	-	-	anglar	-
kel	-	-	kaláśaḥ	-	-	-	-	-	-	-	-	-	-	-	κύλιξ	-	culigna	-	-	-	-	-	-	-	-	-	-
kēl	-	-	-	-	-	-	-	-	-	-	-	-	-	hōlōn	att	-	calvor	-	-	-	-	-	-	-	-	-	-
k̂el	-	-	-	-	hēla	-	-	-	-	-	-	clyd	-	-	-	-	caleō	-	šąlù	-	-	-	dän	-	-	-	-
k̂el	-	-	-	-	hallr	-	-	-	-	-	-	-	-	hulþs	-	-	-	-	šalìs	-	-	helde	-	-	-	-	-
k̂el	-	-	śalá	-	-	-	-	hali	saɫart	-	-	-	-	-	κη̃λον	-	-	-	šìlas	-	cail	-	-	-	-	-	-
k̂el	-	hāla	śāṭam	celim	-	-	-	-	-	-	-	-	-	halja	καλῑά	-	cĕlō	-	-	hulft	clithar	-	hulder	-	ins	-	auch
k̂elb	-	-	-	-	-	-	-	-	-	-	-	-	-	hilpan	-	-	-	-	šelpiù	-	-	-	-	-	-	-	-
keleu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	κέλευθος	-	-	-	-	-	-	-	-	-	-	-	-
kelǝu̯o	-	-	khalatí	-	-	-	-	-	-	-	-	-	-	-	-	-	calvus	-	-	-	-	-	-	-	-	-	-
kelg	hylc	-	-	-	-	-	-	-	keɫck	-	-	-	-	-	-	-	-	-	-	-	celg	-	-	-	-	-	-
kelp	-	-	-	cilornn	-	-	-	-	-	-	-	-	-	-	κάλπις	-	calpar	-	-	-	-	-	-	-	-	-	-
kem	-	-	-	-	-	čęstъ	-	hafna	kamel	-	-	-	-	-	κημός	-	-	-	-	-	-	ham	-	kómelь	čьmain	-	-
kem	-	-	camara	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	kìmstu	nhd	-	-	-	-	čьmelь	-	-
k̂em	-	-	śámyā	-	-	-	-	-	samik	-	-	-	-	-	κάμαξ	-	camox	-	-	-	-	-	-	-	-	-	-
k̂em	-	-	śámaḥ	-	-	-	-	hind	-	-	-	-	-	-	κεμάς	-	-	-	žem	-	-	-	-	komolyj	-	-	auch
k̂em	-	himil	śāmulyà	-	-	-	-	hams	-	īkhamo	-	-	-	himins	-	-	stamen	-	-	-	-	-	-	-	-	-	-
k̂em/ǝ/	-	-	śamnītē	-	-	-	-	-	-	-	-	-	-	-	κάμνω	-	-	-	-	-	cumal	-	-	-	-	-	-
kemǝ	-	-	-	-	-	kąsъ	-	-	-	-	-	-	-	-	ἄκμηνος	-	-	kumuôss	-	-	-	-	-	-	-	-	-
kemero	-	hemera	-	-	-	-	-	-	-	-	-	-	-	-	κάμαρος	-	-	-	kemerai	-	-	-	-	-	-	-	-
kemer	-	-	kamaṭha	-	-	-	-	-	-	-	-	-	-	-	κάμμαρος	-	-	-	-	-	-	-	-	-	-	-	-
ken	-	-	kanī́na	cenēl	-	-	-	-	-	-	-	-	-	-	καινός	-	recens	-	-	-	cano	-	-	-	-	-	-
ken	-	-	-	-	-	-	-	-	-	-	-	-	-	-	κονει̃ν	-	cōnor	-	-	-	-	-	-	-	-	-	-
k̂en	-	-	-	-	-	-	-	-	sin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kenǝkó	-	-	kāñcana	-	hunang	-	-	-	-	-	-	-	-	-	κνηκός	-	canicae	-	-	-	-	-	-	-	-	-	-
kenk	-	-	káñcatē	-	-	-	-	-	-	-	-	-	-	-	κιγκλίς	-	cicātrīx	-	kinkaũ	-	-	-	-	-	-	-	-
kenk	-	-	kāŋkṣati	-	-	-	-	-	-	-	-	-	-	-	κέγκει	-	-	-	-	-	-	-	-	-	-	-	-
kenk	-	-	kaŋkāla	-	-	-	-	hā	-	-	-	-	-	-	-	-	-	-	kenklė̃	-	-	-	-	-	-	-	-
k̂enk	-	hāhila	śáŋkatē	-	hengja	-	-	-	-	-	-	-	-	schw	-	gaanki	cunctor	-	-	-	-	-	-	-	-	-	-
k̂ens	-	-	śaṁsáyati	-	-	-	thom	-	-	-	sah	-	-	-	-	-	cēnseō	-	-	-	-	-	-	-	-	-	-
kentho	-	hadara	kanthā	-	-	-	-	-	kotanak	-	-	-	-	-	κέντρων	-	centō	-	-	-	-	-	-	-	-	-	-
ker	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	corvus	-	-	-	-	-	-	-	-	-	-
kerǝ	-	harsta	kūḍayāti	-	-	-	-	-	-	-	-	-	-	haúri	-	-	carbō	-	kuriù	-	-	-	-	-	-	-	-
ker	-	-	-	-	-	-	-	-	-	-	-	-	-	-	κέρασος	-	-	cęrs	-	-	-	-	-	čéren	-	-	-
ker?	-	-	-	-	-	-	-	-	-	-	-	-	-	-	κρεμάννυμι	-	-	-	prãkartas	-	-	-	-	-	-	-	-
ker	hrum	harmo	karaṭa	-	hjarn	-	thjermë	-	saṙn	-	-	-	-	-	κόρυζα	-	carbō	serns	šer̃kšnas	-	corcach	-	-	-	-	-	-
k̂er	-	-	śíras	-	-	-	-	-	sar	-	srū	-	-	-	κάρ	-	-	-	-	-	-	-	-	-	-	-	-
k̂er	-	-	-	-	hirsi	-	thjer	-	ser	-	-	-	-	-	ἐκόρεσα	-	procērus	-	šeriù	-	-	-	-	-	-	-	-
k̂er	-	-	-	-	-	-	-	-	sarik	-	-	-	-	-	και̃ρος	-	-	-	-	-	-	-	-	-	-	-	-
k̂er	-	-	śari	arachrin	-	-	ther	-	-	-	asarǝta	-	-	-	κήρ	-	cariēs	-	-	-	-	-	-	-	-	-	-
k̂erbero	-	-	śárvara	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sobolь	-	die
kerd	-	-	-	focridigedar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	čéres	-	-	-
kerd	-	-	-	cerd	-	-	-	-	-	-	-	cerdd	-	-	κέρδων	-	-	-	-	-	-	-	-	-	-	-	-
k̂erdho	-	-	śárdha	-	-	-	-	-	-	-	-	-	-	-	κόρθυς	-	-	-	-	-	-	-	-	-	-	-	-
k̂ered	-	-	-	cride	-	srěda	-	-	sirt	-	-	-	-	haírto	καρδίᾱ	karaaz	cor	sir̂ds	širdìs	-	-	-	-	-	-	-	-
kerem	hramsan	-	-	-	-	-	-	-	-	-	-	-	-	-	κρέμυον	-	-	-	šermùkšnis	-	crim	-	-	čerëmcha	čermъša	-	-
kerǝp	-	-	-	cairem	hriflingr	krъpa	-	-	-	-	-	-	-	-	-	-	carpisculum	-	kùrpė	-	-	-	-	-	-	-	-
kerk̂	-	-	kr̥śá	-	horr	-	-	-	-	-	-	-	-	-	-	-	cracentēs	-	karšė́ti	-	-	-	-	-	-	-	-
k̂erǝ	-	-	śrā́yati	-	-	-	-	-	-	-	sar	-	-	-	κίρνημι	-	-	-	-	-	-	-	-	-	-	-	-
kerm	-	mhd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	kirmyjù	-	-	-	-	-	-	-	-
kerno	-	-	-	-	-	-	-	-	-	-	-	cern	-	-	-	-	-	-	-	-	-	-	-	-	černъ	-	-
k̂ēro	-	-	śārá	-	-	-	-	-	-	-	-	-	-	-	κηρύλος	-	-	-	-	-	-	-	-	-	-	-	-
kers	heardhara	-	kr̥ṣṇá	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	kéršas	-	-	-	-	-	-	-	-
k̂ers	-	as	śala	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sari	šerỹs	-	carrach	-	-	-	sьrchъ	-	-
k̂ers	-	hros	kū́rdati	-	-	-	-	-	kar̄k	-	-	-	carros	-	ἐπίκουρος	-	currō	-	-	-	-	-	-	-	-	-	mcymr
kert	-	-	kr̥tsná	kr̥ṇátti	-	-	kjerthull	-	-	harst	-	-	-	haúrds	κάρταλλος	-	crātis	-	krañtas	-	ceirtle	harst	-	čerstvъ	krętati	-	klr
kes	heord	-	-	-	-	kosnąti	-	haddr	-	-	-	-	-	-	κεσκέον	-	-	-	kasà	-	cīr	hēde	-	-	-	-	-
k̂es	-	-	śastrám	-	-	kosa	thadrë	hes	-	-	-	-	-	-	κεάζω	-	castus	-	-	-	cess	-	-	-	-	-	-
kē̆t	-	-	-	-	-	-	-	kot	-	-	kata	-	-	hēþjō	κοτύλη	-	-	-	-	-	-	-	-	-	-	-	-
keu	-	-	-	-	-	-	-	-	-	-	čǝvīšī	-	-	-	κοέω	-	-	-	-	-	-	-	-	-	-	-	-
keu	-	-	-	-	-	-	-	-	-	-	fra	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
k̂eu	-	-	śū́ra	-	-	-	thelë	-	sun	-	spāy	-	-	-	κόοι	-	-	-	-	-	-	-	-	-	-	-	-
k̂eu	-	-	-	-	-	-	-	-	šukh	-	savahī	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
k̂ēu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	cēveō	-	-	-	-	-	-	-	-	-	-
k̂ēu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	καίω	-	-	-	kūlė́ti	-	-	-	-	-	-	-	-
k̂eub	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
keuǝd	hūsc	-	kutsáyati	-	-	-	-	-	-	-	-	-	-	-	κυδάζω	-	-	-	-	-	-	-	-	-	-	-	-
keu̯ǝp	-	-	kúpyati	adcobra	-	koprъ	kapitem	-	-	-	-	-	-	afƕapjan	καπνός	-	cupiō	-	kvãpas	-	-	-	-	kópotь	-	-	-
k̂ēu̯ero	-	-	-	-	ahd	-	-	-	-	-	-	-	-	-	-	-	caurus	-	šidurė	-	-	-	-	-	-	-	-
k̂euk	-	-	śṓcati	-	-	-	-	-	-	-	suxra	-	-	-	κύκνος	-	-	-	-	-	-	-	-	-	-	-	-
k̂euk̂	-	-	-	-	-	-	-	-	-	-	-	-	-	-	κυκεών	-	-	-	šáukštas	-	-	-	-	-	-	-	-
kik	-	-	kiki	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
k̂ik	-	-	śic	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
k̂ī̆k	-	-	śīkára	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	higla	-	-	-	-
k̂ik̂er	-	-	-	-	-	-	-	-	siseṙn	-	-	-	-	-	κριός	-	cicer	-	kekė̃	-	-	-	-	-	-	-	-
k̂īō̆n	-	-	-	-	-	-	-	-	siun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
k̂iph	-	-	śiphā	-	-	-	-	-	-	-	-	-	-	-	messenisch	-	-	sipsna	-	-	-	-	-	-	-	-	-
kistā	-	-	-	cess	-	-	-	-	-	-	-	-	-	-	κίστη	-	-	-	-	-	-	-	-	-	-	-	-
klā	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	klóju	-	-	-	-	-	-	-	-
klau	-	-	-	-	-	-	-	-	-	-	-	-	-	-	κλαίω	-	-	-	-	-	-	-	-	-	-	-	-
klēg	hlacerian	-	-	-	hlakka	-	-	-	-	-	-	-	-	-	-	-	clangō	klę̃gât	klagė́ti	-	-	-	-	-	-	-	-
k̂lei	hlīdan	hleitara	śráyati	clōin	hlīta	-	-	-	inim	-	sray	-	-	hleiþra	κλί̄νω	-	clīnō	slita	kleĩvas	-	clēthe	-	-	-	slojь	kletram	formell
kleik̂	-	-	kliśṇā́ti	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	klìšė	-	-	-	-	-	kliša	-	-
klem	-	-	bietet	clam	-	-	-	-	-	-	-	-	-	-	κλαμαράν	-	-	-	-	-	-	-	-	-	-	-	-
kleng	-	hlanca	-	-	hlykkr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kleno	-	mhd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mit	-	-	önenholt	-	klënъ	-	-	-
klep	-	-	-	cluain	-	-	-	-	-	-	-	-	-	-	κλέπας	-	-	-	šlampù	-	-	-	-	-	-	-	-
k̂lep	-	-	-	-	-	-	-	-	-	-	-	-	-	hlifan	κλέπτω	-	clepō	-	-	hulft	cluain	-	-	-	-	-	-
klēp	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	āfter	-	-	-	-	-	-	-
klēu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ion	-	clāvis	-	-	-	-	-	-	-	-	-	-
k̂leu	-	-	śruvam	cloth	hljōð	-	-	-	u	-	sraota	clywed	-	-	κλέω	-	clueō	sludinât	-	-	-	-	-	-	-	-	-
k̂leu	-	-	-	-	-	-	-	hlér	-	-	-	clir	-	hlūtrs	κλύζω	-	-	-	šliaukti	-	-	-	-	-	-	-	-
k̂louni	-	-	śrōṇi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kneigʷh	hnǣgan	nicken	-	-	-	-	-	-	-	-	-	-	-	hneiwan	-	-	cōniveō	-	-	-	-	-	-	-	-	conegos	-
kneug	-	-	-	-	-	-	-	-	-	-	-	-	-	-	κνυζα̃ν	-	-	-	-	-	-	-	-	-	-	-	-
knid	hnitu	-	-	-	-	-	thënī́	-	anic	-	-	-	-	-	κονίς	-	-	-	-	-	sned	-	-	-	-	-	-
k̂o	-	hëra	-	cē	-	-	-	hānn	s	-	-	-	etic	hindana	-	ki	cis	-	šiañdien	-	-	-	-	-	-	-	-
kob	gehæp	-	-	cob	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
koilo	-	-	-	cōil	-	-	-	-	-	-	-	-	-	-	-	-	-	kaîls	-	-	-	-	-	-	-	-	-
k̂oino	-	-	-	-	-	sěno	-	-	-	-	-	-	-	-	κοινὰ	-	-	-	šiénas	-	-	-	-	-	-	-	-
ko	-	-	-	-	-	kokotъ	-	-	-	-	-	-	-	-	-	-	cūcurriō	-	kakarýkū	-	-	-	-	-	-	-	-
kok̂sā	-	hāhsina	kákṣā	coss	-	-	-	-	-	-	-	-	-	-	-	-	coxa	-	-	-	-	-	-	-	-	-	-
kolǝ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	κλώθω	-	colus	-	-	-	-	-	-	-	-	-	-
k̂olǝmos	-	halm	-	-	-	slama	-	-	-	-	-	-	-	-	κάλαμος	-	culmus	-	-	-	-	-	-	-	-	-	-
kolē̆i̯	-	-	-	-	-	klějь	-	-	-	-	-	-	-	-	κόλλᾰ	-	-	-	klejaĩ	-	-	-	-	-	ъl	-	-
konǝmo	-	-	-	cnāim	-	-	-	-	-	-	-	-	-	-	κνήμη	-	-	-	-	-	-	-	-	-	-	-	-
k̂onk	-	-	śaŋkatē	-	-	-	-	hǣtta	-	-	-	-	-	-	-	-	cūnctor	-	-	-	-	-	-	-	-	-	-
k̂onkho	-	-	śaŋkhá	-	-	-	-	-	-	-	-	-	-	-	κόγχος	-	congius	sence	-	-	-	-	-	-	-	-	-
k̂ophelos	-	-	śaphara	-	-	-	-	-	-	-	-	-	-	-	κυπρι̃νος	-	-	-	-	-	-	-	-	-	-	-	-
kopso	-	-	-	-	-	-	-	-	-	-	-	-	-	-	κόψιχος	-	-	-	-	-	-	-	-	-	-	-	-
k̂orkā	-	-	śárkarā	-	-	-	-	-	-	-	-	-	-	-	κρόκη	-	-	-	-	-	-	-	-	-	-	-	-
k̂ormno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	šármas	hurmen	-	-	-	-	-	-	-
k̂ormo	-	-	-	-	harmr	-	-	-	-	-	fšarǝma	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
koros	-	-	-	-	herjann	-	-	-	-	-	-	-	-	harjis	-	-	-	-	kãrias	-	cuire	-	-	-	-	-	auch
koselo	-	hasala	-	coll	-	-	-	-	-	-	-	-	-	-	-	-	corulus	-	-	-	-	-	-	-	-	-	-
kost	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	costa	-	-	-	-	-	-	-	-	-	-
k̂rā̆po	-	-	-	-	hrōf	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
krāu	-	-	-	cráu	-	-	-	-	-	-	-	-	-	-	-	-	-	kŕaũnu	krūvà	-	-	-	-	-	-	-	-
k̂rebh	-	-	śrambhatē	crābud	-	-	-	-	-	-	-	crefydd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kred	-	-	-	-	-	-	-	-	-	-	-	-	-	hrōt	-	-	-	-	-	rāze	-	-	-	-	-	-	-
kreg	-	-	kárjati	-	hrekja	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
krei	aisl	-	-	-	hrīna	-	-	-	-	-	-	-	-	-	-	-	-	-	krėnà	-	-	-	-	-	-	-	-
k̂rei	-	-	śrī́	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
krek	hrægl	hregil	-	-	hræll	-	-	-	-	-	-	-	-	-	κρέκω	-	-	krękls	-	-	-	-	-	-	-	-	-
krek	-	-	-	-	hrogn	-	-	-	-	-	-	-	-	-	-	-	-	-	kurkulaĩ	-	-	-	-	krjak	-	-	-
krē̆k	-	-	-	-	-	-	-	-	-	-	-	-	-	-	κρόσσαι	-	-	-	-	-	-	-	-	-	-	-	-
krep	-	hrëf	kr̥pā́	-	-	-	shkrep	-	-	-	-	-	-	-	-	-	corpus	-	-	-	crī	-	-	-	-	-	-
krēp	-	-	-	-	hrǣfa	-	-	-	-	-	-	craff	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kret	āhreddan	redan	-	-	hraðr	-	-	-	-	-	-	-	-	-	-	-	-	-	krečiù	-	crothaim	-	-	-	-	-	-
kret	-	-	-	-	-	-	-	-	-	-	-	-	-	-	κρότος	-	-	-	-	-	-	-	-	-	-	-	-
kreu	-	hrō	krūḍáyati	-	hriōsa	krъvьnъ	-	-	-	-	-	-	-	-	τὸ	-	cruentus	-	-	-	crú	-	dial	-	kry	-	-
kreu	hrēosan	-	-	-	hrjōta	-	-	-	-	-	-	-	-	-	-	-	-	kràulis	-	-	-	-	-	-	-	-	-
kreu	-	hriuwan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kreup	-	-	-	-	hrjūfr	-	-	-	-	-	-	-	cruppellarii	-	-	-	-	-	pakraũpti	-	-	-	-	-	-	-	-
kreut	hrēaðemūs	hriot	-	-	hraustr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rütten	-	-	-	-	-	-	toch
krom	-	-	-	-	hremma	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	krómy	-	-	-
kroksko	-	-	kiṣku	-	-	-	krakë	-	-	-	-	-	-	-	-	-	-	-	kárka	-	-	-	-	-	korkъ	-	-
k̂rūs	-	-	-	-	-	-	-	-	srunk	-	-	-	-	-	-	-	crūs	-	-	-	-	-	-	-	-	-	-
krū̆t	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	krūtìs	-	crott	-	-	-	-	-	-
k̂sā	-	-	kṣā́yati	-	-	-	-	-	c̣amak	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kseip	-	-	kṣipáti	-	-	ošibajǫ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kseubh	-	-	kṣúbhyati	-	-	-	-	-	-	-	xšaob	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kseud	-	-	kṣṓdati	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
k̂þei	-	-	kṣḗti	-	-	-	-	-	šēn	-	-	-	-	-	κτίζω	-	-	-	-	-	-	-	-	-	-	-	-
kþēi	-	-	kṣáyati	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ku	-	-	-	-	-	-	-	-	-	-	-	-	-	-	κυνέω	-	-	-	-	-	-	-	-	-	-	-	-
k̂ū	-	-	śūka	-	-	-	-	-	slak	-	-	-	-	-	-	-	cuneus	-	-	-	-	-	-	-	-	-	-
k̂ū̆dh	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ὑσκυθά	-	-	-	šúdas	-	-	-	-	-	-	-	-
kuku	-	-	kōkilá	-	-	-	-	-	-	-	-	-	-	-	-	-	cucūlus	-	kukúoti	-	cūach	-	-	-	-	-	-
k̂up	-	-	śupti	-	-	-	sup	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ku̯ak	-	-	-	-	-	-	-	-	-	-	-	-	-	-	κοάξ	-	-	-	-	-	-	-	-	-	-	-	-
ku̯ath	-	-	kváthati	-	-	-	-	-	-	-	-	-	-	ƕaþō	-	-	cāseus	kusls	-	-	-	-	-	-	-	-	ett
k̂u̯ei	āhwǣnan	-	-	-	hvīskra	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
k̂u̯ek	-	-	śváñcatē	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	šùkė	-	-	-	-	-	sъčetь	-	-
k̂u̯el	-	-	-	-	-	-	-	-	šaɫem	-	-	-	-	-	-	-	-	-	švelnùs	-	-	-	-	-	-	-	-
ku̯elǝk	-	-	kūrcáḥ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ku̯elp	-	-	-	-	-	-	-	-	-	-	-	-	-	hlaupan	κάλπη	-	-	kluburât	-	-	-	-	-	-	-	-	-
ku̯elp	-	-	-	-	-	-	-	-	-	-	-	-	-	ƕilftrjōm	κόλπος	-	-	-	-	-	-	-	-	-	-	-	-
k̂u̯en	-	-	-	-	-	-	-	-	-	-	spǝnta	-	-	hunsl	-	-	-	-	šveñtas	-	-	-	-	-	-	-	-
k̂u̯endhro	-	-	-	-	huǫnn	-	-	-	-	-	-	-	-	-	-	-	combrētum	-	-	-	-	-	-	-	-	-	-
ku̯erp	-	-	-	-	-	-	-	-	-	-	-	-	-	ƕaírban	καρπός	-	-	-	-	-	carr	-	-	-	-	-	etwa
k̂u̯es	-	-	śvásiti	-	hvǣsa	-	-	-	-	-	-	-	-	-	-	-	queror	-	švir̃kšti	-	-	-	-	-	-	-	-
ku̯ēt	hūdenian	-	-	-	-	-	-	-	-	-	-	-	-	-	πάσσω	-	quatiō	-	kutinė́tis	-	cāith	-	-	-	-	-	-
ku̯oi	-	-	kēta	-	-	-	-	-	-	-	-	-	-	-	κοι̃ται	-	-	-	-	-	-	-	-	-	-	-	-
k̂u̯on	-	-	śvā́	cū	-	-	-	-	šun	-	spā	-	-	hunds	κύων	-	canis	kuńa	šuõ	-	cano	-	-	poln	-	-	auch
ku̯res	hyrst	-	-	-	-	-	-	-	-	-	-	-	prenne	-	πρι̃νος	-	-	-	-	-	-	-	-	-	chvorstъ	-	-
kha	-	kachazzen	kákhati	-	-	usw	-	-	xaxank	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	it
kʷasi̯o	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	quālum	-	-	-	-	-	-	-	-	-	-
kʷe	-	-	cit	-	-	-	-	-	k	-	čišca	-	-	h	ὅστε	kuiški	neque	-	-	-	-	-	-	-	-	-	-
kʷē̆d	-	-	cṓdati	-	hvatr	-	-	-	-	-	-	-	-	-	-	-	triquetrus	-	-	-	-	-	-	-	-	-	-
kʷeit	-	-	cā́yati	-	-	-	-	-	-	-	-	-	-	-	τηρός	-	-	-	-	-	-	-	-	-	-	-	-
kʷei	-	-	cinṓti	-	-	-	-	-	-	-	kay	-	-	-	ποιέω	-	-	-	-	-	-	-	-	-	-	-	-
kʷei̯ǝ	-	-	cirám	-	-	pokojь	-	-	hangč̣im	-	-	-	-	ƕeila	-	-	quiēs	-	-	-	-	-	-	-	-	-	-
kʷek̂	-	-	kā́śate	-	-	-	-	-	-	-	ākasat̃	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kʷel	-	-	karṣū́	cul	hvel	kolo	sjel	-	-	-	čaraiti	-	-	-	πέλω	-	colō	-	kelḗnas	-	coll	-	-	-	-	-	-
